FrameNumber,Timestamp,NumPeople,Filename
92,3.680,3,"dataset/video_2/JPEGS/LeftBag0092.jpg"
93,3.720,3,"dataset/video_2/JPEGS/LeftBag0093.jpg"
94,3.760,3,"dataset/video_2/JPEGS/LeftBag0094.jpg"
95,3.800,3,"dataset/video_2/JPEGS/LeftBag0095.jpg"
96,3.840,3,"dataset/video_2/JPEGS/LeftBag0096.jpg"
97,3.880,3,"dataset/video_2/JPEGS/LeftBag0097.jpg"
98,3.920,3,"dataset/video_2/JPEGS/LeftBag0098.jpg"
99,3.960,3,"dataset/video_2/JPEGS/LeftBag0099.jpg"
100,4.000,3,"dataset/video_2/JPEGS/LeftBag0100.jpg"
101,4.040,3,"dataset/video_2/JPEGS/LeftBag0101.jpg"
102,4.080,3,"dataset/video_2/JPEGS/LeftBag0102.jpg"
103,4.120,3,"dataset/video_2/JPEGS/LeftBag0103.jpg"
104,4.160,3,"dataset/video_2/JPEGS/LeftBag0104.jpg"
105,4.200,3,"dataset/video_2/JPEGS/LeftBag0105.jpg"
106,4.240,3,"dataset/video_2/JPEGS/LeftBag0106.jpg"
107,4.280,3,"dataset/video_2/JPEGS/LeftBag0107.jpg"
108,4.320,3,"dataset/video_2/JPEGS/LeftBag0108.jpg"
109,4.360,3,"dataset/video_2/JPEGS/LeftBag0109.jpg"
110,4.400,3,"dataset/video_2/JPEGS/LeftBag0110.jpg"
111,4.440,3,"dataset/video_2/JPEGS/LeftBag0111.jpg"
112,4.480,3,"dataset/video_2/JPEGS/LeftBag0112.jpg"
113,4.520,3,"dataset/video_2/JPEGS/LeftBag0113.jpg"
114,4.560,3,"dataset/video_2/JPEGS/LeftBag0114.jpg"
115,4.600,3,"dataset/video_2/JPEGS/LeftBag0115.jpg"
116,4.640,3,"dataset/video_2/JPEGS/LeftBag0116.jpg"
117,4.680,3,"dataset/video_2/JPEGS/LeftBag0117.jpg"
118,4.720,3,"dataset/video_2/JPEGS/LeftBag0118.jpg"
119,4.760,3,"dataset/video_2/JPEGS/LeftBag0119.jpg"
120,4.800,3,"dataset/video_2/JPEGS/LeftBag0120.jpg"
121,4.840,3,"dataset/video_2/JPEGS/LeftBag0121.jpg"
122,4.880,3,"dataset/video_2/JPEGS/LeftBag0122.jpg"
123,4.920,3,"dataset/video_2/JPEGS/LeftBag0123.jpg"
124,4.960,3,"dataset/video_2/JPEGS/LeftBag0124.jpg"
125,5.000,3,"dataset/video_2/JPEGS/LeftBag0125.jpg"
126,5.040,3,"dataset/video_2/JPEGS/LeftBag0126.jpg"
127,5.080,3,"dataset/video_2/JPEGS/LeftBag0127.jpg"
128,5.120,3,"dataset/video_2/JPEGS/LeftBag0128.jpg"
129,5.160,3,"dataset/video_2/JPEGS/LeftBag0129.jpg"
130,5.200,3,"dataset/video_2/JPEGS/LeftBag0130.jpg"
131,5.240,3,"dataset/video_2/JPEGS/LeftBag0131.jpg"
132,5.280,3,"dataset/video_2/JPEGS/LeftBag0132.jpg"
133,5.320,3,"dataset/video_2/JPEGS/LeftBag0133.jpg"
134,5.360,3,"dataset/video_2/JPEGS/LeftBag0134.jpg"
135,5.400,3,"dataset/video_2/JPEGS/LeftBag0135.jpg"
136,5.440,3,"dataset/video_2/JPEGS/LeftBag0136.jpg"
137,5.480,3,"dataset/video_2/JPEGS/LeftBag0137.jpg"
138,5.520,3,"dataset/video_2/JPEGS/LeftBag0138.jpg"
139,5.560,3,"dataset/video_2/JPEGS/LeftBag0139.jpg"
140,5.600,3,"dataset/video_2/JPEGS/LeftBag0140.jpg"
141,5.640,3,"dataset/video_2/JPEGS/LeftBag0141.jpg"
142,5.680,3,"dataset/video_2/JPEGS/LeftBag0142.jpg"
143,5.720,3,"dataset/video_2/JPEGS/LeftBag0143.jpg"
144,5.760,3,"dataset/video_2/JPEGS/LeftBag0144.jpg"
145,5.800,3,"dataset/video_2/JPEGS/LeftBag0145.jpg"
146,5.840,3,"dataset/video_2/JPEGS/LeftBag0146.jpg"
147,5.880,3,"dataset/video_2/JPEGS/LeftBag0147.jpg"
148,5.920,3,"dataset/video_2/JPEGS/LeftBag0148.jpg"
149,5.960,3,"dataset/video_2/JPEGS/LeftBag0149.jpg"
150,6.000,3,"dataset/video_2/JPEGS/LeftBag0150.jpg"
151,6.040,3,"dataset/video_2/JPEGS/LeftBag0151.jpg"
152,6.080,3,"dataset/video_2/JPEGS/LeftBag0152.jpg"
153,6.120,3,"dataset/video_2/JPEGS/LeftBag0153.jpg"
154,6.160,3,"dataset/video_2/JPEGS/LeftBag0154.jpg"
155,6.200,3,"dataset/video_2/JPEGS/LeftBag0155.jpg"
156,6.240,3,"dataset/video_2/JPEGS/LeftBag0156.jpg"
157,6.280,3,"dataset/video_2/JPEGS/LeftBag0157.jpg"
158,6.320,3,"dataset/video_2/JPEGS/LeftBag0158.jpg"
159,6.360,3,"dataset/video_2/JPEGS/LeftBag0159.jpg"
160,6.400,3,"dataset/video_2/JPEGS/LeftBag0160.jpg"
161,6.440,3,"dataset/video_2/JPEGS/LeftBag0161.jpg"
162,6.480,3,"dataset/video_2/JPEGS/LeftBag0162.jpg"
163,6.520,3,"dataset/video_2/JPEGS/LeftBag0163.jpg"
164,6.560,3,"dataset/video_2/JPEGS/LeftBag0164.jpg"
165,6.600,3,"dataset/video_2/JPEGS/LeftBag0165.jpg"
166,6.640,3,"dataset/video_2/JPEGS/LeftBag0166.jpg"
167,6.680,3,"dataset/video_2/JPEGS/LeftBag0167.jpg"
168,6.720,3,"dataset/video_2/JPEGS/LeftBag0168.jpg"
169,6.760,3,"dataset/video_2/JPEGS/LeftBag0169.jpg"
170,6.800,3,"dataset/video_2/JPEGS/LeftBag0170.jpg"
171,6.840,3,"dataset/video_2/JPEGS/LeftBag0171.jpg"
172,6.880,3,"dataset/video_2/JPEGS/LeftBag0172.jpg"
173,6.920,3,"dataset/video_2/JPEGS/LeftBag0173.jpg"
174,6.960,3,"dataset/video_2/JPEGS/LeftBag0174.jpg"
175,7.000,3,"dataset/video_2/JPEGS/LeftBag0175.jpg"
176,7.040,3,"dataset/video_2/JPEGS/LeftBag0176.jpg"
177,7.080,3,"dataset/video_2/JPEGS/LeftBag0177.jpg"
178,7.120,3,"dataset/video_2/JPEGS/LeftBag0178.jpg"
179,7.160,3,"dataset/video_2/JPEGS/LeftBag0179.jpg"
180,7.200,3,"dataset/video_2/JPEGS/LeftBag0180.jpg"
181,7.240,3,"dataset/video_2/JPEGS/LeftBag0181.jpg"
182,7.280,3,"dataset/video_2/JPEGS/LeftBag0182.jpg"
183,7.320,3,"dataset/video_2/JPEGS/LeftBag0183.jpg"
184,7.360,3,"dataset/video_2/JPEGS/LeftBag0184.jpg"
185,7.400,3,"dataset/video_2/JPEGS/LeftBag0185.jpg"
186,7.440,3,"dataset/video_2/JPEGS/LeftBag0186.jpg"
187,7.480,3,"dataset/video_2/JPEGS/LeftBag0187.jpg"
188,7.520,3,"dataset/video_2/JPEGS/LeftBag0188.jpg"
189,7.560,3,"dataset/video_2/JPEGS/LeftBag0189.jpg"
190,7.600,3,"dataset/video_2/JPEGS/LeftBag0190.jpg"
191,7.640,3,"dataset/video_2/JPEGS/LeftBag0191.jpg"
192,7.680,3,"dataset/video_2/JPEGS/LeftBag0192.jpg"
193,7.720,3,"dataset/video_2/JPEGS/LeftBag0193.jpg"
194,7.760,3,"dataset/video_2/JPEGS/LeftBag0194.jpg"
195,7.800,3,"dataset/video_2/JPEGS/LeftBag0195.jpg"
196,7.840,3,"dataset/video_2/JPEGS/LeftBag0196.jpg"
197,7.880,3,"dataset/video_2/JPEGS/LeftBag0197.jpg"
198,7.920,3,"dataset/video_2/JPEGS/LeftBag0198.jpg"
199,7.960,3,"dataset/video_2/JPEGS/LeftBag0199.jpg"
200,8.000,3,"dataset/video_2/JPEGS/LeftBag0200.jpg"
201,8.040,3,"dataset/video_2/JPEGS/LeftBag0201.jpg"
202,8.080,3,"dataset/video_2/JPEGS/LeftBag0202.jpg"
203,8.120,3,"dataset/video_2/JPEGS/LeftBag0203.jpg"
204,8.160,3,"dataset/video_2/JPEGS/LeftBag0204.jpg"
205,8.200,3,"dataset/video_2/JPEGS/LeftBag0205.jpg"
206,8.240,3,"dataset/video_2/JPEGS/LeftBag0206.jpg"
207,8.280,3,"dataset/video_2/JPEGS/LeftBag0207.jpg"
208,8.320,3,"dataset/video_2/JPEGS/LeftBag0208.jpg"
209,8.360,3,"dataset/video_2/JPEGS/LeftBag0209.jpg"
210,8.400,3,"dataset/video_2/JPEGS/LeftBag0210.jpg"
211,8.440,3,"dataset/video_2/JPEGS/LeftBag0211.jpg"
212,8.480,3,"dataset/video_2/JPEGS/LeftBag0212.jpg"
213,8.520,3,"dataset/video_2/JPEGS/LeftBag0213.jpg"
214,8.560,3,"dataset/video_2/JPEGS/LeftBag0214.jpg"
215,8.600,3,"dataset/video_2/JPEGS/LeftBag0215.jpg"
216,8.640,3,"dataset/video_2/JPEGS/LeftBag0216.jpg"
217,8.680,3,"dataset/video_2/JPEGS/LeftBag0217.jpg"
218,8.720,3,"dataset/video_2/JPEGS/LeftBag0218.jpg"
219,8.760,3,"dataset/video_2/JPEGS/LeftBag0219.jpg"
220,8.800,3,"dataset/video_2/JPEGS/LeftBag0220.jpg"
221,8.840,3,"dataset/video_2/JPEGS/LeftBag0221.jpg"
222,8.880,3,"dataset/video_2/JPEGS/LeftBag0222.jpg"
223,8.920,3,"dataset/video_2/JPEGS/LeftBag0223.jpg"
224,8.960,3,"dataset/video_2/JPEGS/LeftBag0224.jpg"
225,9.000,3,"dataset/video_2/JPEGS/LeftBag0225.jpg"
226,9.040,3,"dataset/video_2/JPEGS/LeftBag0226.jpg"
227,9.080,3,"dataset/video_2/JPEGS/LeftBag0227.jpg"
228,9.120,3,"dataset/video_2/JPEGS/LeftBag0228.jpg"
229,9.160,3,"dataset/video_2/JPEGS/LeftBag0229.jpg"
230,9.200,3,"dataset/video_2/JPEGS/LeftBag0230.jpg"
231,9.240,3,"dataset/video_2/JPEGS/LeftBag0231.jpg"
232,9.280,3,"dataset/video_2/JPEGS/LeftBag0232.jpg"
233,9.320,3,"dataset/video_2/JPEGS/LeftBag0233.jpg"
234,9.360,3,"dataset/video_2/JPEGS/LeftBag0234.jpg"
235,9.400,2,"dataset/video_2/JPEGS/LeftBag0235.jpg"
236,9.440,2,"dataset/video_2/JPEGS/LeftBag0236.jpg"
237,9.480,2,"dataset/video_2/JPEGS/LeftBag0237.jpg"
238,9.520,2,"dataset/video_2/JPEGS/LeftBag0238.jpg"
239,9.560,2,"dataset/video_2/JPEGS/LeftBag0239.jpg"
240,9.600,2,"dataset/video_2/JPEGS/LeftBag0240.jpg"
241,9.640,2,"dataset/video_2/JPEGS/LeftBag0241.jpg"
242,9.680,2,"dataset/video_2/JPEGS/LeftBag0242.jpg"
243,9.720,2,"dataset/video_2/JPEGS/LeftBag0243.jpg"
244,9.760,2,"dataset/video_2/JPEGS/LeftBag0244.jpg"
245,9.800,2,"dataset/video_2/JPEGS/LeftBag0245.jpg"
246,9.840,2,"dataset/video_2/JPEGS/LeftBag0246.jpg"
247,9.880,2,"dataset/video_2/JPEGS/LeftBag0247.jpg"
248,9.920,2,"dataset/video_2/JPEGS/LeftBag0248.jpg"
249,9.960,2,"dataset/video_2/JPEGS/LeftBag0249.jpg"
250,10.000,2,"dataset/video_2/JPEGS/LeftBag0250.jpg"
251,10.040,2,"dataset/video_2/JPEGS/LeftBag0251.jpg"
252,10.080,2,"dataset/video_2/JPEGS/LeftBag0252.jpg"
253,10.120,2,"dataset/video_2/JPEGS/LeftBag0253.jpg"
254,10.160,2,"dataset/video_2/JPEGS/LeftBag0254.jpg"
255,10.200,2,"dataset/video_2/JPEGS/LeftBag0255.jpg"
256,10.240,2,"dataset/video_2/JPEGS/LeftBag0256.jpg"
257,10.280,2,"dataset/video_2/JPEGS/LeftBag0257.jpg"
258,10.320,2,"dataset/video_2/JPEGS/LeftBag0258.jpg"
259,10.360,2,"dataset/video_2/JPEGS/LeftBag0259.jpg"
260,10.400,2,"dataset/video_2/JPEGS/LeftBag0260.jpg"
261,10.440,2,"dataset/video_2/JPEGS/LeftBag0261.jpg"
262,10.480,2,"dataset/video_2/JPEGS/LeftBag0262.jpg"
263,10.520,2,"dataset/video_2/JPEGS/LeftBag0263.jpg"
264,10.560,2,"dataset/video_2/JPEGS/LeftBag0264.jpg"
265,10.600,2,"dataset/video_2/JPEGS/LeftBag0265.jpg"
266,10.640,2,"dataset/video_2/JPEGS/LeftBag0266.jpg"
267,10.680,2,"dataset/video_2/JPEGS/LeftBag0267.jpg"
268,10.720,2,"dataset/video_2/JPEGS/LeftBag0268.jpg"
269,10.760,2,"dataset/video_2/JPEGS/LeftBag0269.jpg"
270,10.800,2,"dataset/video_2/JPEGS/LeftBag0270.jpg"
271,10.840,2,"dataset/video_2/JPEGS/LeftBag0271.jpg"
272,10.880,2,"dataset/video_2/JPEGS/LeftBag0272.jpg"
273,10.920,2,"dataset/video_2/JPEGS/LeftBag0273.jpg"
274,10.960,2,"dataset/video_2/JPEGS/LeftBag0274.jpg"
275,11.000,2,"dataset/video_2/JPEGS/LeftBag0275.jpg"
276,11.040,2,"dataset/video_2/JPEGS/LeftBag0276.jpg"
277,11.080,2,"dataset/video_2/JPEGS/LeftBag0277.jpg"
278,11.120,2,"dataset/video_2/JPEGS/LeftBag0278.jpg"
279,11.160,2,"dataset/video_2/JPEGS/LeftBag0279.jpg"
280,11.200,2,"dataset/video_2/JPEGS/LeftBag0280.jpg"
281,11.240,2,"dataset/video_2/JPEGS/LeftBag0281.jpg"
282,11.280,2,"dataset/video_2/JPEGS/LeftBag0282.jpg"
283,11.320,2,"dataset/video_2/JPEGS/LeftBag0283.jpg"
284,11.360,2,"dataset/video_2/JPEGS/LeftBag0284.jpg"
285,11.400,2,"dataset/video_2/JPEGS/LeftBag0285.jpg"
286,11.440,2,"dataset/video_2/JPEGS/LeftBag0286.jpg"
287,11.480,2,"dataset/video_2/JPEGS/LeftBag0287.jpg"
288,11.520,2,"dataset/video_2/JPEGS/LeftBag0288.jpg"
289,11.560,2,"dataset/video_2/JPEGS/LeftBag0289.jpg"
290,11.600,2,"dataset/video_2/JPEGS/LeftBag0290.jpg"
291,11.640,2,"dataset/video_2/JPEGS/LeftBag0291.jpg"
292,11.680,2,"dataset/video_2/JPEGS/LeftBag0292.jpg"
293,11.720,2,"dataset/video_2/JPEGS/LeftBag0293.jpg"
294,11.760,2,"dataset/video_2/JPEGS/LeftBag0294.jpg"
295,11.800,2,"dataset/video_2/JPEGS/LeftBag0295.jpg"
296,11.840,2,"dataset/video_2/JPEGS/LeftBag0296.jpg"
297,11.880,2,"dataset/video_2/JPEGS/LeftBag0297.jpg"
298,11.920,2,"dataset/video_2/JPEGS/LeftBag0298.jpg"
299,11.960,2,"dataset/video_2/JPEGS/LeftBag0299.jpg"
300,12.000,2,"dataset/video_2/JPEGS/LeftBag0300.jpg"
301,12.040,2,"dataset/video_2/JPEGS/LeftBag0301.jpg"
302,12.080,2,"dataset/video_2/JPEGS/LeftBag0302.jpg"
303,12.120,2,"dataset/video_2/JPEGS/LeftBag0303.jpg"
304,12.160,2,"dataset/video_2/JPEGS/LeftBag0304.jpg"
305,12.200,2,"dataset/video_2/JPEGS/LeftBag0305.jpg"
306,12.240,2,"dataset/video_2/JPEGS/LeftBag0306.jpg"
307,12.280,2,"dataset/video_2/JPEGS/LeftBag0307.jpg"
308,12.320,2,"dataset/video_2/JPEGS/LeftBag0308.jpg"
309,12.360,2,"dataset/video_2/JPEGS/LeftBag0309.jpg"
310,12.400,2,"dataset/video_2/JPEGS/LeftBag0310.jpg"
311,12.440,2,"dataset/video_2/JPEGS/LeftBag0311.jpg"
312,12.480,2,"dataset/video_2/JPEGS/LeftBag0312.jpg"
313,12.520,2,"dataset/video_2/JPEGS/LeftBag0313.jpg"
314,12.560,2,"dataset/video_2/JPEGS/LeftBag0314.jpg"
315,12.600,2,"dataset/video_2/JPEGS/LeftBag0315.jpg"
316,12.640,2,"dataset/video_2/JPEGS/LeftBag0316.jpg"
317,12.680,2,"dataset/video_2/JPEGS/LeftBag0317.jpg"
318,12.720,2,"dataset/video_2/JPEGS/LeftBag0318.jpg"
319,12.760,2,"dataset/video_2/JPEGS/LeftBag0319.jpg"
320,12.800,2,"dataset/video_2/JPEGS/LeftBag0320.jpg"
321,12.840,2,"dataset/video_2/JPEGS/LeftBag0321.jpg"
322,12.880,2,"dataset/video_2/JPEGS/LeftBag0322.jpg"
323,12.920,2,"dataset/video_2/JPEGS/LeftBag0323.jpg"
324,12.960,2,"dataset/video_2/JPEGS/LeftBag0324.jpg"
325,13.000,2,"dataset/video_2/JPEGS/LeftBag0325.jpg"
326,13.040,2,"dataset/video_2/JPEGS/LeftBag0326.jpg"
327,13.080,2,"dataset/video_2/JPEGS/LeftBag0327.jpg"
328,13.120,2,"dataset/video_2/JPEGS/LeftBag0328.jpg"
329,13.160,2,"dataset/video_2/JPEGS/LeftBag0329.jpg"
330,13.200,2,"dataset/video_2/JPEGS/LeftBag0330.jpg"
331,13.240,2,"dataset/video_2/JPEGS/LeftBag0331.jpg"
332,13.280,2,"dataset/video_2/JPEGS/LeftBag0332.jpg"
333,13.320,2,"dataset/video_2/JPEGS/LeftBag0333.jpg"
334,13.360,2,"dataset/video_2/JPEGS/LeftBag0334.jpg"
335,13.400,2,"dataset/video_2/JPEGS/LeftBag0335.jpg"
336,13.440,2,"dataset/video_2/JPEGS/LeftBag0336.jpg"
337,13.480,2,"dataset/video_2/JPEGS/LeftBag0337.jpg"
338,13.520,2,"dataset/video_2/JPEGS/LeftBag0338.jpg"
339,13.560,2,"dataset/video_2/JPEGS/LeftBag0339.jpg"
340,13.600,2,"dataset/video_2/JPEGS/LeftBag0340.jpg"
341,13.640,2,"dataset/video_2/JPEGS/LeftBag0341.jpg"
342,13.680,2,"dataset/video_2/JPEGS/LeftBag0342.jpg"
343,13.720,2,"dataset/video_2/JPEGS/LeftBag0343.jpg"
344,13.760,2,"dataset/video_2/JPEGS/LeftBag0344.jpg"
345,13.800,2,"dataset/video_2/JPEGS/LeftBag0345.jpg"
346,13.840,2,"dataset/video_2/JPEGS/LeftBag0346.jpg"
347,13.880,2,"dataset/video_2/JPEGS/LeftBag0347.jpg"
348,13.920,2,"dataset/video_2/JPEGS/LeftBag0348.jpg"
349,13.960,2,"dataset/video_2/JPEGS/LeftBag0349.jpg"
350,14.000,2,"dataset/video_2/JPEGS/LeftBag0350.jpg"
351,14.040,2,"dataset/video_2/JPEGS/LeftBag0351.jpg"
352,14.080,2,"dataset/video_2/JPEGS/LeftBag0352.jpg"
353,14.120,2,"dataset/video_2/JPEGS/LeftBag0353.jpg"
354,14.160,2,"dataset/video_2/JPEGS/LeftBag0354.jpg"
355,14.200,2,"dataset/video_2/JPEGS/LeftBag0355.jpg"
356,14.240,2,"dataset/video_2/JPEGS/LeftBag0356.jpg"
357,14.280,2,"dataset/video_2/JPEGS/LeftBag0357.jpg"
358,14.320,2,"dataset/video_2/JPEGS/LeftBag0358.jpg"
359,14.360,2,"dataset/video_2/JPEGS/LeftBag0359.jpg"
360,14.400,2,"dataset/video_2/JPEGS/LeftBag0360.jpg"
361,14.440,2,"dataset/video_2/JPEGS/LeftBag0361.jpg"
362,14.480,2,"dataset/video_2/JPEGS/LeftBag0362.jpg"
363,14.520,2,"dataset/video_2/JPEGS/LeftBag0363.jpg"
364,14.560,2,"dataset/video_2/JPEGS/LeftBag0364.jpg"
365,14.600,2,"dataset/video_2/JPEGS/LeftBag0365.jpg"
366,14.640,2,"dataset/video_2/JPEGS/LeftBag0366.jpg"
367,14.680,2,"dataset/video_2/JPEGS/LeftBag0367.jpg"
368,14.720,2,"dataset/video_2/JPEGS/LeftBag0368.jpg"
369,14.760,2,"dataset/video_2/JPEGS/LeftBag0369.jpg"
370,14.800,2,"dataset/video_2/JPEGS/LeftBag0370.jpg"
371,14.840,2,"dataset/video_2/JPEGS/LeftBag0371.jpg"
372,14.880,2,"dataset/video_2/JPEGS/LeftBag0372.jpg"
373,14.920,2,"dataset/video_2/JPEGS/LeftBag0373.jpg"
374,14.960,2,"dataset/video_2/JPEGS/LeftBag0374.jpg"
375,15.000,2,"dataset/video_2/JPEGS/LeftBag0375.jpg"
376,15.040,2,"dataset/video_2/JPEGS/LeftBag0376.jpg"
377,15.080,2,"dataset/video_2/JPEGS/LeftBag0377.jpg"
378,15.120,2,"dataset/video_2/JPEGS/LeftBag0378.jpg"
379,15.160,2,"dataset/video_2/JPEGS/LeftBag0379.jpg"
380,15.200,2,"dataset/video_2/JPEGS/LeftBag0380.jpg"
381,15.240,2,"dataset/video_2/JPEGS/LeftBag0381.jpg"
382,15.280,2,"dataset/video_2/JPEGS/LeftBag0382.jpg"
383,15.320,2,"dataset/video_2/JPEGS/LeftBag0383.jpg"
384,15.360,2,"dataset/video_2/JPEGS/LeftBag0384.jpg"
385,15.400,2,"dataset/video_2/JPEGS/LeftBag0385.jpg"
386,15.440,2,"dataset/video_2/JPEGS/LeftBag0386.jpg"
